building_id,building_name,latitude,longitude,gross_area_sqft,utility,reading_time,reading_value
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-01T13:00:00,6.581
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-01T13:15:00,8.327
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-01T13:30:00,6.197
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-01T13:45:00,6.008
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-01T14:00:00,7.12
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-01T14:15:00,7.552
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-01T14:30:00,6.946
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-01T14:45:00,7.165
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-01T15:00:00,7.093
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-01T15:15:00,6.149
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-01T15:30:00,5.324
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-01T15:45:00,5.877
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-01T16:00:00,6.094
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-01T16:15:00,4.761
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-01T16:30:00,5.582
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-01T16:45:00,5.705
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-01T17:00:00,4.576
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-01T17:15:00,5.067
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-01T17:30:00,4.999
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-01T17:45:00,5.822
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-01T18:00:00,3.981
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-01T18:15:00,3.52
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-01T18:30:00,3.538
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-01T18:45:00,3.437
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-01T19:00:00,2.957
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-01T19:15:00,2.547
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-01T19:30:00,2.681
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-01T19:45:00,2.902
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-01T20:00:00,2.505
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-01T20:15:00,2.621
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-01T20:30:00,2.203
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-01T20:45:00,2.408
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-01T21:00:00,2.547
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-01T21:15:00,2.812
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-01T21:30:00,3.022
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-01T21:45:00,2.695
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-01T22:00:00,2.078
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-01T22:15:00,2.059
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-01T22:30:00,2.245
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-01T22:45:00,2.206
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-01T23:00:00,2.08
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-01T23:15:00,1.82
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-01T23:30:00,2.208
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-01T23:45:00,2.102
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T00:00:00,2.273
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T00:15:00,2.019
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T00:30:00,2.421
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T00:45:00,1.952
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T01:00:00,2.348
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T01:15:00,2.048
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T01:30:00,1.92
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T01:45:00,1.796
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T02:00:00,1.994
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T02:15:00,2.313
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T02:30:00,2.19
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T02:45:00,2.164
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T03:00:00,1.544
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T03:15:00,2.169
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T03:30:00,2.138
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T03:45:00,1.914
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T04:00:00,1.898
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T04:15:00,2.025
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T04:30:00,2.374
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T04:45:00,1.811
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T05:00:00,1.938
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T05:15:00,2.301
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T05:30:00,1.935
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T05:45:00,1.951
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T06:00:00,2.045
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T06:15:00,1.774
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T06:30:00,2.07
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T06:45:00,1.78
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T07:00:00,2.939
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T07:15:00,2.701
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T07:30:00,3.317
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T07:45:00,2.776
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T08:00:00,4.26
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T08:15:00,3.26
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T08:30:00,3.702
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T08:45:00,3.869
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T09:00:00,5.55
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T09:15:00,3.931
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T09:30:00,5.193
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T09:45:00,5.004
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T10:00:00,6.417
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T10:15:00,5.96
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T10:30:00,5.593
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T10:45:00,5.274
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T11:00:00,5.433
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T11:15:00,6.329
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T11:30:00,6.088
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T11:45:00,7.461
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T12:00:00,6.208
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T12:15:00,6.824
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T12:30:00,5.575
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T12:45:00,6.351
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T13:00:00,6.926
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T13:15:00,7.306
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T13:30:00,7.727
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T13:45:00,6.72
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T14:00:00,5.873
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T14:15:00,6.915
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T14:30:00,6.954
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T14:45:00,6.937
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T15:00:00,5.773
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T15:15:00,6.911
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T15:30:00,6.262
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T15:45:00,6.642
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T16:00:00,6.273
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T16:15:00,5.903
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T16:30:00,5.723
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T16:45:00,6.762
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T17:00:00,4.84
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T17:15:00,4.585
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T17:30:00,4.778
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T17:45:00,5.426
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T18:00:00,3.793
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T18:15:00,3.943
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T18:30:00,4.196
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T18:45:00,3.556
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T19:00:00,2.234
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T19:15:00,2.781
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T19:30:00,2.762
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T19:45:00,2.536
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T20:00:00,2.935
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T20:15:00,2.864
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T20:30:00,2.431
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T20:45:00,2.84
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T21:00:00,2.647
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T21:15:00,2.3
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T21:30:00,2.822
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T21:45:00,2.688
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T22:00:00,1.874
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T22:15:00,2.131
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T22:30:00,2.124
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T22:45:00,1.908
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T23:00:00,2.106
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T23:15:00,2.231
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T23:30:00,1.881
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-02T23:45:00,2.102
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T00:00:00,2.026
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T00:15:00,2.484
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T00:30:00,1.648
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T00:45:00,2.166
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T01:00:00,1.963
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T01:15:00,2.005
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T01:30:00,2.41
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T01:45:00,2.023
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T02:00:00,2.479
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T02:15:00,1.935
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T02:30:00,2.096
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T02:45:00,1.926
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T03:00:00,1.885
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T03:15:00,2.038
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T03:30:00,1.968
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T03:45:00,2.066
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T04:00:00,1.599
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T04:15:00,2.43
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T04:30:00,1.991
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T04:45:00,2.378
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T05:00:00,1.821
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T05:15:00,2.084
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T05:30:00,2.666
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T05:45:00,1.849
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T06:00:00,1.722
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T06:15:00,1.914
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T06:30:00,2.121
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T06:45:00,2.165
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T07:00:00,3.048
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T07:15:00,2.631
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T07:30:00,2.267
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T07:45:00,2.583
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T08:00:00,4.213
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T08:15:00,3.923
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T08:30:00,3.015
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T08:45:00,3.735
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T09:00:00,5.386
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T09:15:00,5.73
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T09:30:00,4.99
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T09:45:00,4.871
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T10:00:00,4.874
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T10:15:00,5.095
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T10:30:00,5.59
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T10:45:00,5.844
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T11:00:00,6.568
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T11:15:00,5.911
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T11:30:00,5.492
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T11:45:00,5.725
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T12:00:00,5.847
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T12:15:00,7.037
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T12:30:00,5.083
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T12:45:00,6.392
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T13:00:00,7.054
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T13:15:00,7.777
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T13:30:00,6.798
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T13:45:00,7.426
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T14:00:00,6.348
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T14:15:00,6.12
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T14:30:00,6.166
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T14:45:00,7.622
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T15:00:00,6.825
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T15:15:00,6.51
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T15:30:00,8.275
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T15:45:00,6.187
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T16:00:00,5.909
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T16:15:00,5.735
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T16:30:00,5.44
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T16:45:00,6.852
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T17:00:00,5.437
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T17:15:00,4.064
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T17:30:00,4.536
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T17:45:00,4.927
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T18:00:00,4.042
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T18:15:00,3.243
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T18:30:00,2.903
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T18:45:00,3.034
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T19:00:00,2.681
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T19:15:00,2.672
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T19:30:00,2.793
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T19:45:00,2.492
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T20:00:00,2.369
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T20:15:00,2.154
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T20:30:00,2.789
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T20:45:00,2.8
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T21:00:00,2.968
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T21:15:00,2.914
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T21:30:00,2.649
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T21:45:00,3.064
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T22:00:00,1.997
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T22:15:00,1.891
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T22:30:00,1.92
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T22:45:00,1.907
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T23:00:00,1.586
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T23:15:00,2.057
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T23:30:00,2.076
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-03T23:45:00,1.952
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-04T00:00:00,1.88
PU001,Frist Campus Center,40.3492,-74.6543,45000,electricity,2025-09-04T00:15:00,2.1
